0.450000000 156.143890730 100.897769904
0.550000000 185.896547717 124.368211396
0.650000000 203.049235366 141.128976456
0.750000000 69.656082711 73.189204053
0.850000000 10.108523344 12.410732007
0.950000000 9.237463492 8.801372257
1.050000000 9.304663726 8.437531709
1.150000000 9.411664712 8.495093625
1.250000000 9.526420944 8.723875039
1.350000000 9.652172580 9.069074242
1.450000000 9.792213141 9.507390963
1.550000000 9.949117320 10.026414735
1.650000000 10.125063074 10.619667673
1.750000000 10.321719841 11.284290610
1.850000000 10.540030081 12.019544710
1.950000000 10.780089915 12.825759129
2.050000000 11.041143808 13.703581140
2.150000000 11.321658516 14.653409750
2.250000000 11.619421777 15.674913390
2.350000000 11.931632679 16.766577238
2.450000000 12.254962322 17.925268368
2.550000000 12.585566153 19.145816299
2.650000000 12.919025709 20.420629910
2.750000000 13.250186242 21.739359281
2.850000000 13.572836564 23.088791440
2.950000000 13.879132750 24.453726559
3.050000000 14.158735081 25.821289872
3.150000000 14.397971188 27.194058998
3.250000000 14.581054000 28.610052802
3.350000000 14.697878130 30.114636916
3.450000000 14.756033156 31.637717828
3.550000000 14.778312053 33.010674870
3.650000000 14.786386384 34.145356125
3.750000000 14.793327931 35.051869145
3.850000000 14.805575487 35.767775051
3.950000000 14.825897538 36.323811487
4.050000000 14.855111281 36.738959318
4.150000000 14.892949562 37.023709546
4.250000000 14.938519934 37.183777738
4.350000000 14.990593695 37.222871985
4.450000000 15.047786405 37.144436949
4.550000000 15.108684801 36.952709308
4.650000000 15.171932280 36.653306860
4.750000000 15.236286028 36.253498542
4.850000000 15.300636237 35.762243610
4.950000000 15.364079623 35.190054970
5.050000000 15.425818203 34.548728432
5.150000000 15.485257856 33.850972890
5.250000000 15.541946318 33.109979137
5.350000000 15.595568589 32.338964828
5.450000000 15.645929701 31.550732662
5.550000000 15.692936542 30.757274238
5.650000000 15.736579697 29.969446136
5.750000000 15.776917639 29.196733792
5.850000000 15.814055925 28.447109527
5.950000000 15.848140063 27.726982236
6.050000000 15.879339530 27.041227301
6.150000000 15.907838901 26.393281655
6.250000000 15.933829995 25.785285428
6.350000000 15.957505770 25.218253085
6.450000000 15.979055716 24.692257573
6.550000000 15.998662504 24.206612646
6.650000000 16.016499642 23.760046633
6.700000000 16.024805917 23.550899271
6.820000000 16.043216552 23.085602886
6.850000000 16.047504639 22.977047489
6.950000000 16.060966781 22.636436453
7.050000000 16.073237321 22.326752016
7.100000000 16.078963381 22.182789930
7.220000000 16.091690828 21.864789371
7.250000000 16.094663569 21.791023216
7.260000000 16.014121724 17.062676169
7.270000000 16.015039998 17.057788048
7.280000000 18.798400393 17.052950114
7.290000000 16.016863425 17.048161664
7.300000000 16.017768627 17.043422003
7.310000000 18.808326682 17.038730449
7.320000000 16.019566127 17.034086324
7.330000000 18.814587477 17.029488976
7.340000000 16.021346584 17.024937743
7.350000000 16.022230480 17.020431989
7.360000000 16.023110185 17.015971079
7.370000000 18.826313421 17.011554391
7.380000000 16.024857121 17.007181315
7.390000000 16.025724397 17.002851251
7.400000000 16.026587576 16.998563600
7.410000000 16.027446680 16.994317781
7.420000000 16.028301731 16.990113220
7.430000000 16.029152753 16.985949347
7.440000000 18.844538199 16.981825612
7.450000000 16.030842801 16.977741459
7.460000000 18.849263842 16.973696356
7.470000000 18.851552960 16.969689769
7.480000000 16.033348206 16.965721173
7.490000000 18.855989775 16.961790054
7.500000000 16.034998959 16.957895905
7.510000000 16.035818544 16.954038227
7.520000000 18.862308817 16.950216530
7.530000000 18.864329941 16.946430330
7.540000000 18.866310166 16.942679150
7.550000000 18.868250571 16.938962522
7.560000000 18.870152097 16.935279983
7.570000000 18.872015728 16.931631081
7.580000000 16.041449515 16.928015372
7.590000000 18.875695913 16.924432405
7.600000000 16.043024878 16.920881759
7.610000000 18.879173889 16.917362996
7.620000000 16.044585660 16.913875703
7.630000000 18.882518190 16.910419467
7.640000000 18.884142242 16.906993873
7.650000000 18.885735301 16.903598530
7.660000000 18.887298096 16.900233035
7.670000000 16.048424856 16.896897007
7.680000000 16.049182093 16.893590057
7.690000000 16.049935843 16.890311812
7.700000000 16.050686123 16.887061899
7.710000000 18.894683896 16.883839954
7.720000000 16.052176349 16.880645615
7.730000000 18.897451127 16.877478530
7.740000000 16.053652923 16.874338352
7.750000000 16.054386136 16.871224734
7.760000000 18.901417386 16.868137343
7.770000000 16.135514187 20.811477372
7.820000000 16.138570263 20.741875621
7.850000000 16.140344109 20.701793556
7.900000000 16.143204972 20.637664960
7.940000000 16.145410943 20.588670616
7.980000000 16.147546415 20.541636438
