0.650000000 146.470567405 111.870918931
0.750000000 212.249080159 111.579695541
0.850000000 10.648626859 14.407233057
0.950000000 9.217642464 9.095319667
1.050000000 9.398384818 8.658072229
1.150000000 9.531435908 8.670628535
1.250000000 9.677069413 8.884699682
1.350000000 9.834940850 9.241004736
1.450000000 10.004942938 9.730124140
1.550000000 10.181090132 10.542687882
1.650000000 10.306167274 10.668671084
1.750000000 10.518757958 11.353352939
1.850000000 10.747332678 12.114537613
1.950000000 10.991831509 12.954015553
2.050000000 11.251279351 13.873688226
2.150000000 11.523968914 14.874947595
2.250000000 11.807534365 15.958068922
2.350000000 12.099023345 17.121736921
2.450000000 12.395189520 18.362940822
2.550000000 12.692339063 19.676691063
2.650000000 12.986793065 21.056211697
2.750000000 13.274794082 22.492851622
2.850000000 13.552796615 23.975860952
2.950000000 13.817446981 25.491716392
3.050000000 14.065959797 27.023558285
3.150000000 14.295860919 28.549499657
3.250000000 14.505530611 30.043257606
3.350000000 14.694086291 31.474374158
3.450000000 14.861359318 32.810689749
3.550000000 15.007893783 34.020557206
3.650000000 15.134873131 35.075657730
3.750000000 15.243696510 35.948407044
3.850000000 15.336257076 36.612492726
3.950000000 15.414301529 37.040216068
4.050000000 15.479796526 37.204463567
4.150000000 15.534594127 37.084703861
4.250000000 15.580486234 36.674211555
4.350000000 15.619158107 35.988452697
4.450000000 15.652126095 35.065130688
4.550000000 15.680847550 33.964076533
4.650000000 15.706817565 32.755735516
4.750000000 15.731341281 31.511682887
4.850000000 15.755477699 30.301805122
4.950000000 15.781466946 29.191312128
5.050000000 15.811673910 28.262286844
5.150000000 15.848429536 26.970534578
5.250000000 15.916791125 25.516656162
5.350000000 15.909068214 24.186954154
5.450000000 15.960228375 22.754457103
5.550000000 15.982280489 21.313807059
5.650000000 15.994864626 20.882364926
5.750000000 15.986066693 20.517085596
5.850000000 15.962253339 20.202034304
5.950000000 16.027137009 19.928003203
6.050000000 16.082943388 19.687749512
6.150000000 16.125617898 19.476395699
6.250000000 16.167039033 19.289212958
6.350000000 16.202608386 19.123010683
6.450000000 16.234180799 18.975057040
6.550000000 16.262241912 18.842790204
6.650000000 16.286622866 18.724549187
6.750000000 16.308332257 18.618160971
6.850000000 16.327634780 18.522575490
6.950000000 16.301380636 18.367322187
7.050000000 15.514569194 18.276559490
7.150000000 15.526271362 18.195602849
7.250000000 15.538083770 18.123165749
7.350000000 15.549056188 18.058253107
7.450000000 15.574105176 17.999794558
7.550000000 15.582436568 17.946977728
7.650000000 15.590260783 17.899253478
7.750000000 15.597821633 17.855931627
7.850000000 15.604971576 17.816580086
7.950000000 15.611764349 17.780726372
8.050000000 15.618346964 17.747990896
8.150000000 15.624538317 17.717908459
8.250000000 15.630401232 17.690387994
8.350000000 15.635960869 17.665047104
8.450000000 15.641237236 17.641600186
8.550000000 15.646255043 17.619903068
8.650000000 15.651096509 17.599859982
8.750000000 15.655644385 17.581180608
8.850000000 15.660022449 17.563762438
8.950000000 15.664207499 17.547482038
9.050000000 15.668249276 17.532266593
9.150000000 15.672059613 17.517913436
9.250000000 15.675672783 17.504470110
9.350000000 15.679187940 17.491756357
9.450000000 15.682540361 17.479759036
9.550000000 15.685784525 17.468388145
9.650000000 15.688889143 17.457606381
9.750000000 15.691883228 17.447390812
9.850000000 17.178839068 17.575829048
9.950000000 17.182483925 17.566524363
10.050000000 17.185973762 17.557688711
